Year,Award_Name,Category,Won_not,person_id,imdb_id
1928,Oscar,Writing (Original Story),,,tt0019071
1928,Oscar,Writing (Adaptation),1,nm0322227,tt0018379
1928,Oscar,Actress,,nm0237571,tt0018389
1928,Oscar,Unique and Artistic Picture,,nm0151625,tt0401311
1928,Oscar,Art Direction,,nm0322843,tt0357213
1928,Oscar,Directing (Dramatic Picture),,nm0896542,tt0018806
1928,Oscar,Cinematography,1,nm0003546,tt0357213
1928,Oscar,Special Award,1,nm0000122,tt0011058
1928,Oscar,Special Award,1,nm4011778,tt0018037
1928,Oscar,Directing (Dramatic Picture),,nm0107543,tt0018429
1928,Oscar,Cinematography,,nm0055604,
1928,Oscar,Directing (Comedy Picture),,nm0817541,tt0019412
1928,Oscar,Outstanding Picture,1,nm4047448,tt0018578
1928,Oscar,Writing (Adaptation),,nm0169878,tt0018037
1928,Oscar,Writing (Adaptation),,nm0170401,tt0018945
1928,Oscar,Engineering Effects,,nm0358518,
1928,Oscar,Writing (Original Story),1,nm0372942,tt0018526
1928,Oscar,Actor,1,nm0417837,tt0019071
1928,Oscar,Unique and Artistic Picture,,nm11829394,tt0018806
1928,Oscar,Writing (Title Writing),1,nm0267868,
1928,Oscar,Directing (Dramatic Picture),1,nm0097648,tt0018379
1928,Oscar,Outstanding Picture,,,tt0019304
1928,Oscar,Engineering Effects,,nm0805521,
1928,Oscar,Engineering Effects,1,nm0690120,tt0018578
1928,Oscar,Directing (Comedy Picture),1,nm0587277,tt0018515
1928,Oscar,Unique and Artistic Picture,1,nm10464429,tt0162806
1928,Oscar,Outstanding Picture,,nm10464429,tt0018379
1928,Oscar,Actor,,nm0001932,tt0019217
1928,Oscar,Art Direction,1,nm0580017,
1928,Oscar,Writing (Title Writing),,nm0240533,tt0017979
1928,Oscar,Cinematography,1,nm0835365,tt0357213
1928,Oscar,Actress,1,nm0310980,tt0018379
1928,Oscar,Actress,,nm0841797,tt0019344
1928,Oscar,Art Direction,,nm0646856,tt0018379
1929,Oscar,Writing,,nm0580648,
1929,Oscar,Art Direction,,nm0245935,tt0019843
1929,Oscar,Actor,,nm0832011,tt0007160
1929,Oscar,Cinematography,,nm0782715,tt0019824
1929,Oscar,Directing,1,nm0515979,tt0019824
1929,Oscar,Art Direction,1,nm0316539,tt0019722
1929,Oscar,Outstanding Picture,,,tt0007160
1929,Oscar,Directing,,nm0515979,tt11358618
1929,Oscar,Actress,1,nm0681933,tt0019788
1929,Oscar,Writing,,,tt0020081
1929,Oscar,Cinematography,1,nm0005682,tt0019574
1929,Oscar,Outstanding Picture,,nm11134437,tt0019630
1929,Oscar,Writing,1,,tt0007160
1929,Oscar,Outstanding Picture,1,,tt0019729
1929,Oscar,Actress,,nm0522281,tt0019729
1929,Oscar,Writing,,nm0522674,tt0019237
1929,Oscar,Directing,,nm0523932,tt0007160
1929,Oscar,Directing,,nm0191899,tt0020018
1929,Oscar,Writing,,nm0058179,
1929,Oscar,Actress,,nm0341464,tt0019824
1929,Oscar,Art Direction,,nm0646856,tt0019429
1929,Oscar,Cinematography,,nm0005823,
1929,Oscar,Cinematography,,nm0249186,tt0020018
1929,Oscar,Actress,,nm0247074,tt0020092
1929,Oscar,Art Direction,,nm0237417,tt0007160
1929,Oscar,Art Direction,,nm0580017,
1929,Oscar,Actor,,nm0051628,tt0020499
1929,Oscar,Actress,,nm0173993,tt0018674
1929,Oscar,Directing,,nm0064600,tt0019729
1929,Oscar,Outstanding Picture,,nm10464429,tt0020018
1929,Oscar,Actress,,nm0154183,tt0007001
1929,Oscar,Actor,1,nm0062828,tt0020018
1929,Oscar,Cinematography,,nm0055604,tt0019237
1929,Oscar,Actor,,nm0606431,tt0019630
1929,Oscar,Actor,,nm0612847,tt0020543
1929,Oscar,Directing,,nm0000859,tt0007001
1930,Oscar,Directing,,nm0896542,tt0019959
1930,Oscar,Sound Recording,1,,tt0020686
1930,Oscar,Outstanding Production,1,nm0881265,tt0020629
1930,Oscar,Directing,,nm0523932,tt0020112
1930,Oscar,Actress,,nm0001256,tt0013834
1930,Oscar,Writing,1,nm0547966,tt0020686
1930,Oscar,Cinematography,,nm0160285,tt0013834
1930,Oscar,Outstanding Production,,,tt0020686
1930,Oscar,Writing,,,tt0020629
1930,Oscar,Actor,,nm0002183,tt0014100
1930,Oscar,Actress,1,nm0790454,tt0010069
1930,Oscar,Cinematography,,,tt0020629
1930,Oscar,Cinematography,,,tt0020960
1930,Oscar,Actor,1,nm0002183,tt0012111
1930,Oscar,Actress,,nm0007216,tt0020823
1930,Oscar,Art Direction,,nm10139393,tt0016307
1930,Oscar,Art Direction,,,tt0021511
1930,Oscar,Art Direction,,,tt0013902
1930,Oscar,Actor,,nm0002001,tt0020690
1930,Oscar,Outstanding Production,,,tt0010069
1930,Oscar,Writing,,,tt0010069
1930,Oscar,Sound Recording,,nm2007843,tt0021281
1930,Oscar,Directing,1,nm0587277,tt0020629
1930,Oscar,Actress,,nm0154183,tt0021335
1930,Oscar,Actress,,nm0841797,tt0020514
1930,Oscar,Directing,,nm0113284,
1930,Oscar,Cinematography,1,,tt0020594
1930,Oscar,Directing,,nm0998466,tt0010069
1930,Oscar,Writing,,nm0228411,tt0012111
1930,Oscar,Sound Recording,,,tt0020112
1930,Oscar,Outstanding Production,,,tt0020112
1930,Oscar,Writing,,,tt0021420
1930,Oscar,Cinematography,,,tt0020112
1930,Oscar,Art Direction,,,tt0020112
1930,Oscar,Actress,,nm0790454,tt0020488
1930,Oscar,Art Direction,1,nm0743983,tt0021025
1930,Oscar,Actor,,nm0172903,tt0013902
1930,Oscar,Sound Recording,,,tt0020744
1930,Oscar,Actor,,nm0000891,tt0020686
1930,Oscar,Outstanding Production,,nm0228411,tt0012111
1930,Oscar,Actor,,nm0862546,tt0021307
1931,Oscar,Actor,,nm0178114,tt0022397
1931,Oscar,Writing (Original Story),,,tt0022286
1931,Oscar,Writing (Original Story),,,tt0022403
1931,Oscar,Outstanding Production,,,tt0022495
1931,Oscar,Cinematography,,nm0005716,tt0021156
1931,Oscar,Directing,,nm0113284,tt0021885
1931,Oscar,Cinematography,1,nm0005677,tt0076792
1931,Oscar,Cinematography,,nm0005676,tt0021746
1931,Oscar,Writing (Original Story),,nm0114602,tt0020836
1931,Oscar,Actor,1,nm0000859,tt0021885
1931,Oscar,Actress,,nm0002050,tt0021746
1931,Oscar,Cinematography,,nm3967839,tt0022454
1931,Oscar,Writing (Adaptation),,nm3161929,tt0021079
1931,Oscar,Writing (Adaptation),,nm0413590,tt0020985
1931,Oscar,Writing (Adaptation),1,nm0261455,tt0021746
1931,Oscar,Outstanding Production,,nm10464429,tt0002820
1931,Oscar,Actor,,nm0545298,tt0021322
1931,Oscar,Writing (Adaptation),,nm1001922,tt0022397
1931,Oscar,Outstanding Production,,nm1001922,tt0022397
1931,Oscar,Cinematography,,nm0485702,tt0011629
1931,Oscar,Actor,,nm0579663,tt0021890
1931,Oscar,Directing,,nm0587277,tt0021890
1931,Oscar,Actress,1,nm0237597,tt0021148
1931,Oscar,Art Direction,,nm0237417,tt0021156
1931,Oscar,Actor,,nm0228715,tt0021746
1931,Oscar,Directing,,nm0606029,tt0021156
1931,Oscar,Actress,,nm0362267,tt0020985
1931,Oscar,Directing,1,nm0851537,tt0022397
1931,Oscar,Writing (Adaptation),,,tt0003802
1931,Oscar,Art Direction,,nm0343819,tt0022454
1931,Oscar,Art Direction,,nm0206554,tt0021549
1931,Oscar,Actress,,nm0000017,tt0021156
1931,Oscar,Directing,,nm0749484,tt0021746
1931,Oscar,Art Direction,1,nm0753663,tt0021746
1931,Oscar,Writing (Original Story),1,nm0766850,tt0020815
1931,Oscar,Art Direction,,,tt0021016
1931,Oscar,Writing (Original Story),,,tt0021053
1931,Oscar,Actress,,nm0790454,tt0021885
1931,Oscar,Outstanding Production,1,,tt0021746
1931,Oscar,Outstanding Production,,,tt0021890
1932,Oscar,Short Subject (Cartoon),1,,tt0022899
1932,Oscar,Short Subject (Comedy),,,tt0276472
1932,Oscar,Cinematography,,nm0835365,tt0002143
1932,Oscar,Art Direction,,nm0576226,
1932,Oscar,Writing (Original Story),1,nm0547966,tt0021730
1932,Oscar,Actor,1,nm0545298,tt0002143
1932,Oscar,Short Subject (Novelty),1,,tt0023711
1932,Oscar,Writing (Original Story),,,tt0023686
1932,Oscar,Outstanding Production,,nm10464429,tt0021635
1932,Oscar,Art Direction,,nm0206554,tt0021622
1932,Oscar,Short Subject (Novelty),,,tt0021445
1932,Oscar,Actor,,nm0526795,tt0021931
1932,Oscar,Special Award,1,nm0000370,tt0746539
1932,Oscar,Short Subject (Comedy),,,tt0023517
1932,Oscar,Outstanding Production,,,tt0023458
1932,Oscar,Directing,,,tt0023458
1932,Oscar,Short Subject (Novelty),,,tt0023441
1932,Oscar,Outstanding Production,,nm11527020,tt0021730
1932,Oscar,Short Subject (Cartoon),,,tt0022147
1932,Oscar,Actress,1,nm0371040,tt0022386
1932,Oscar,Outstanding Production,,,tt0021622
1932,Oscar,Outstanding Production,,,tt0023303
1932,Oscar,Writing (Adaptation),1,,tt0021635
1932,Oscar,Short Subject (Comedy),1,,tt0023251
1932,Oscar,Actress,,nm0285007,tt0021931
1932,Oscar,Writing (Adaptation),,,tt0002143
1932,Oscar,Actor,1,nm0000891,tt0021730
1932,Oscar,Cinematography,1,nm0005716,tt0023458
1932,Oscar,Actress,,nm0237597,tt0022854
1932,Oscar,Directing,1,nm0097648,tt0021635
1932,Oscar,Outstanding Production,,,tt0021873
1932,Oscar,Short Subject (Comedy),,,tt0023152
1932,Oscar,Writing (Original Story),,,tt0023109
1932,Oscar,Directing,,nm0896542,tt0021730
1932,Oscar,Art Direction,1,nm0928781,tt0022500
1932,Oscar,Writing (Adaptation),,nm0397608,tt0021622
1932,Oscar,Writing (Original Story),,nm0399203,tt0022430
1932,Oscar,Cinematography,,nm0432482,tt0021622
1932,Oscar,Outstanding Production,,,tt0022074
1932,Oscar,Outstanding Production,1,,tt0022958
1933,Oscar,Writing (Original Story),1,nm0520501,tt0023305
1933,Oscar,Cinematography,,,tt0004593
1933,Oscar,Outstanding Production,,nm11564548,tt0024240
1933,Oscar,Short Subject (Novelty),,nm11590324,tt0024327
1933,Oscar,Cinematography,1,,tt0022879
1933,Oscar,Directing,1,nm0515979,tt0023876
1933,Oscar,Art Direction,,,tt0024763
1933,Oscar,Writing (Adaptation),,,tt0024610
1933,Oscar,Cinematography,,,tt0024496
1933,Oscar,Writing (Original Story),,,tt0024475
1933,Oscar,Outstanding Production,,,tt0024473
1933,Oscar,Short Subject (Comedy),,,tt0024467
1933,Oscar,Short Subject (Comedy),,,tt0024342
1933,Oscar,Actress,,nm0944087,tt0023876
1933,Oscar,Directing,,nm7701102,tt0009309
1933,Oscar,Writing (Adaptation),,,tt0024240
1933,Oscar,Directing,,,tt0024240
1933,Oscar,Short Subject (Novelty),1,,tt0024231
1933,Oscar,Outstanding Production,,nm7701102,tt0009309
1933,Oscar,Writing (Adaptation),1,nm7701102,tt0009309
1933,Oscar,Sound Recording,,,tt0024069
1933,Oscar,Writing (Original Story),,,tt0023374
1933,Oscar,Short Subject (Cartoon),1,,tt0575518
1933,Oscar,Actress,1,nm0000031,tt0024353
1933,Oscar,Short Subject (Cartoon),,,tt0023854
1933,Oscar,Outstanding Production,,,tt0022879
1933,Oscar,Art Direction,1,nm0201419,tt0023876
1933,Oscar,Sound Recording,,,tt0023042
1933,Oscar,Short Subject (Novelty),,,tt0117576
1933,Oscar,Outstanding Production,,nm1837126,tt0024548
1933,Oscar,Actor,,nm0001366,tt0023794
1933,Oscar,Art Direction,,,tt0022879
1933,Oscar,Outstanding Production,,,tt0013611
1933,Oscar,Sound Recording,,,tt0020617
1933,Oscar,Short Subject (Cartoon),,,tt0026704
1933,Oscar,Outstanding Production,,nm4011778,tt0020617
1933,Oscar,Outstanding Production,,nm4011778,tt0023042
1933,Oscar,Actor,1,nm0001452,tt0024473
1933,Oscar,Actress,,nm0733480,tt0024240
1933,Oscar,Outstanding Production,1,nm10464429,tt0023876
1933,Oscar,Outstanding Production,,nm10464429,tt0024610
1933,Oscar,Sound Recording,1,,tt0022879
1933,Oscar,Actor,,nm0612847,tt0023042
1934,Oscar,Art Direction,,,tt0025164
1934,Oscar,Cinematography,1,nm0005800,tt0002101
1934,Oscar,Assistant Director,1,nm0000691,tt0025948
1934,Oscar,Actor,,nm0001635,tt0025878
1934,Oscar,Actress,,nm0601254,tt0025601
1934,Oscar,Actor,,nm0604656,tt0024816
1934,Oscar,Art Direction,1,,tt0016104
1934,Oscar,Actress,,nm0000012,tt0025586
1934,Oscar,Writing (Adaptation),1,nm0728307,tt0025316
1934,Oscar,Actor,1,nm0000022,tt0025316
1934,Oscar,Writing (Original Story),,,tt0020971
1934,Oscar,Actress,,nm0790454,tt0024865
1934,Oscar,Art Direction,,,tt0024816
1934,Oscar,Cinematography,,,tt0024816
1934,Oscar,Sound Recording,,,tt0024816
1934,Oscar,Outstanding Production,,,tt0024865
1934,Oscar,Short Subject (Novelty),,,tt0024909
1934,Oscar,Short Subject (Novelty),1,,tt0024986
1934,Oscar,Short Subject (Comedy),1,,tt0025019
1934,Oscar,Outstanding Production,,,tt0025124
1934,Oscar,Sound Recording,,,tt0025124
1934,Oscar,Music (Scoring),,,tt0025164
1934,Oscar,Outstanding Production,,,tt0025164
1934,Oscar,Sound Recording,,,tt0025164
1934,Oscar,Short Subject (Cartoon),,,tt0025260
1934,Oscar,Outstanding Production,,,tt0025272
1934,Oscar,Assistant Director,,,tt0025301
1934,Oscar,Sound Recording,,,tt0025301
1934,Oscar,Short Subject (Cartoon),,,tt0025332
1934,Oscar,Short Subject (Comedy),,,tt0025488
1934,Oscar,Directing,,,tt0025601
1934,Oscar,Film Editing,,,tt0025601
1934,Oscar,Music (Scoring),1,,tt0025601
1934,Oscar,Sound Recording,1,,tt0025601
1934,Oscar,Cinematography,,,tt0025607
1934,Oscar,Writing (Original Story),,,tt0025718
1934,Oscar,Short Subject (Novelty),,,tt0025840
1934,Oscar,Directing,,,tt0025878
1934,Oscar,Outstanding Production,,,tt0025878
1934,Oscar,Writing (Adaptation),,,tt0025878
1934,Oscar,Outstanding Production,,,tt0025948
1934,Oscar,Sound Recording,,,tt0025948
1934,Oscar,Writing (Adaptation),,,tt0025948
1934,Oscar,Outstanding Production,,,tt0025986
1934,Oscar,Sound Recording,,,tt0025986
1934,Oscar,Outstanding Production,,nm0881265,tt0025301
1934,Oscar,Actress,1,nm0001055,tt0025316
1934,Oscar,Short Subject (Cartoon),1,,tt0027126
1934,Oscar,Special Award,1,nm0000073,tt11101716
1934,Oscar,Outstanding Production,1,nm11564548,tt0025316
1934,Oscar,Outstanding Production,,nm11564548,tt0025601
1934,Oscar,Music (Scoring),,nm11934820,tt0025423
1934,Oscar,Sound Recording,,nm0166369,tt0002101
1934,Oscar,Outstanding Production,,nm0166369,tt0002101
1934,Oscar,Film Editing,1,nm3432165,tt0020861
1934,Oscar,Film Editing,,nm0166369,tt0002101
1934,Oscar,Assistant Director,,nm0166369,tt0002101
1934,Oscar,Directing,1,nm0001008,tt0025316
1934,Oscar,Outstanding Production,,nm4011778,tt0025238
1934,Oscar,Writing (Original Story),1,nm0128361,tt0025464
1935,Oscar,Dance Direction,,nm0697895,
1935,Oscar,Film Editing,1,nm0206238,tt0000966
1935,Oscar,Actor,,nm0000022,tt0026752
1935,Oscar,Outstanding Production,,nm4011778,tt0000966
1935,Oscar,Actor,,nm0001452,tt0026752
1935,Oscar,Assistant Director,,,tt0000966
1935,Oscar,Outstanding Production,,nm0004518,tt0065615
1935,Oscar,Actor,,nm0612847,tt0026121
1935,Oscar,Assistant Director,,nm0820947,tt0044907
1935,Oscar,Sound Recording,,,tt0015735
1935,Oscar,Short Subject (Novelty),,,tt0026086
1935,Oscar,Sound Recording,,,tt0026138
1935,Oscar,Outstanding Production,,,tt0026144
1935,Oscar,Outstanding Production,,nm1837126,tt0014423
1935,Oscar,Writing (Original Story),,,tt0026144
1935,Oscar,Short Subject (Cartoon),,,tt0026162
1935,Oscar,Short Subject (Novelty),,,tt0026167
1935,Oscar,Cinematography,,,tt0026249
1935,Oscar,Writing (Original Story),,,tt0026400
1935,Oscar,Actress,,nm0000031,tt0013822
1935,Oscar,Outstanding Production,,nm1837126,tt0026643
1935,Oscar,Short Subject (Comedy),1,,tt0026497
1935,Oscar,Writing (Original Story),,,tt11286112
1935,Oscar,Directing,,nm0515979,tt0026752
1935,Oscar,Film Editing,,,tt0002277
1935,Oscar,Directing,1,nm0000406,tt0002277
1935,Oscar,Actor,1,nm0572142,tt0002277
1935,Oscar,Film Editing,,nm0572492,tt0044907
1935,Oscar,Dance Direction,,nm0498192,
1935,Oscar,Short Subject (Comedy),,,tt0012761
1935,Oscar,Dance Direction,,nm0954706,
1935,Oscar,Film Editing,,nm0387449,tt0026643
1935,Oscar,Dance Direction,1,nm0332346,
1935,Oscar,Writing (Screenplay),,,tt0014759
1935,Oscar,Cinematography,,nm0432482,tt0026097
1935,Oscar,Directing,,,tt0014759
1935,Oscar,Music (Scoring),,,tt0014759
1935,Oscar,Actress,,nm0394244,tt0026104
1935,Oscar,Outstanding Production,,,tt0014759
1935,Oscar,Sound Recording,,,tt0014759
1935,Oscar,Dance Direction,,nm0175265,
1935,Oscar,Dance Direction,,nm0175265,
1935,Oscar,Sound Recording,,,tt0026507
1935,Oscar,Art Direction,,,tt0026643
1935,Oscar,Assistant Director,1,,tt0026643
1935,Oscar,Directing,,,tt0026643
1935,Oscar,Sound Recording,,,tt0026643
1935,Oscar,Writing (Screenplay),,,tt0026643
1935,Oscar,Sound Recording,,,tt0026654
1935,Oscar,Actor,,nm0867144,tt0026752
1935,Oscar,Outstanding Production,,nm0010726,tt0013822
1935,Oscar,Film Editing,,,tt0026752
1935,Oscar,Music (Scoring),,,tt0026752
1935,Oscar,Outstanding Production,1,,tt0026752
1935,Oscar,Writing (Screenplay),,,tt0026752
1935,Oscar,Outstanding Production,,nm3132878,tt0027125
1935,Oscar,Art Direction,,nm3132878,tt0027125
1935,Oscar,Writing (Screenplay),1,nm0629580,tt0002277
1935,Oscar,Dance Direction,,nm0659009,
1935,Oscar,Special Award,1,,tt9283040
1935,Oscar,Outstanding Production,,,tt0026768
1935,Oscar,Sound Recording,1,,tt0026768
1935,Oscar,Music (Scoring),,,tt0026866
1935,Oscar,Writing (Original Story),1,,tt0026970
1935,Oscar,Actress,,nm0074949,tt0026320
1935,Oscar,Actress,,nm0001055,tt0026893
1935,Oscar,Cinematography,1,nm0005803,tt0000966
1935,Oscar,Sound Recording,,,tt0027088
1935,Oscar,Short Subject (Cartoon),1,,tt0027100
1935,Oscar,Outstanding Production,,nm2460891,tt0044907
1935,Oscar,Short Subject (Cartoon),,,tt0027212
1935,Oscar,Outstanding Production,,,tt0002277
1935,Oscar,Art Direction,1,nm0206554,tt0015735
1935,Oscar,Actress,,nm0643353,tt0015735
1935,Oscar,Music (Scoring),1,,tt0002277
1935,Oscar,Actress,1,nm0000012,tt0026261
1935,Oscar,Cinematography,,nm2460891,tt0044907
1935,Oscar,Assistant Director,,nm0004518,tt0065615
1935,Oscar,Film Editing,,nm0004518,tt0065615
1935,Oscar,Dance Direction,,nm0000923,tt0299615
1936,Oscar,Art Direction,,nm0272572,tt0028511
1936,Oscar,Outstanding Production,,,tt0001915
1936,Oscar,Actress,,nm0002050,tt0028355
1936,Oscar,Assistant Director,,nm0628148,tt0028216
1936,Oscar,Directing,,nm11526555,tt0028216
1936,Oscar,Short Subject (Two Reel),,nm4011778,tt0028806
1936,Oscar,Dance Direction,,nm0000923,tt0299615
1936,Oscar,Film Editing,,nm0626308,tt0001915
1936,Oscar,Cinematography,,nm6422659,tt0027690
1936,Oscar,Outstanding Production,,,tt0000754
1936,Oscar,Art Direction,,,tt0000754
1936,Oscar,Assistant Director,,nm0134282,tt0027300
1936,Oscar,Outstanding Production,,nm4011778,tt0027300
1936,Oscar,Cinematography,,nm0005800,tt0027664
1936,Oscar,Outstanding Production,,nm0881265,tt0028373
1936,Oscar,Actor,1,nm0612847,tt0028313
1936,Oscar,Writing (Screenplay),,,tt0027260
1936,Oscar,Cinematography,1,,tt0027300
1936,Oscar,Music (Scoring),1,,tt0027300
1936,Oscar,Sound Recording,,,tt0027331
1936,Oscar,Short Subject (One Reel),1,,tt0027385
1936,Oscar,Music (Scoring),,,tt0027438
1936,Oscar,Sound Recording,,,tt0027438
1936,Oscar,Outstanding Production,,,tt0027532
1936,Oscar,Sound Recording,,,tt0027532
1936,Oscar,Short Subject (Two Reel),,,tt0027556
1936,Oscar,Short Subject (Color),,,tt0027616
1936,Oscar,Music (Scoring),,,tt0027664
1936,Oscar,Sound Recording,,,tt0027665
1936,Oscar,Art Direction,,,tt0027698
1936,Oscar,Outstanding Production,1,,tt0027698
1936,Oscar,Outstanding Production,,,tt0027884
1936,Oscar,Art Direction,,,tt0027930
1936,Oscar,Sound Recording,,,tt0027996
1936,Oscar,Writing (Screenplay),,,tt0028010
1936,Oscar,Short Subject (Two Reel),1,,tt0028146
1936,Oscar,Outstanding Production,,,tt0028313
1936,Oscar,Writing (Original Story),1,,tt0028313
1936,Oscar,Writing (Screenplay),1,,tt0028313
1936,Oscar,Sound Recording,,,tt0028354
1936,Oscar,Sound Recording,,,tt0028373
1936,Oscar,Music (Scoring),,,tt0028511
1936,Oscar,Dance Direction,,nm0175265,
1936,Oscar,Writing (Screenplay),,nm0397608,tt0027532
1936,Oscar,Film Editing,,nm0337013,tt0027698
1936,Oscar,Writing (Original Story),,nm0394264,tt0028216
1936,Oscar,Actress in a Supporting Role,,nm0335748,tt0028356
1936,Oscar,Dance Direction,,nm0332346,
1936,Oscar,Directing,,nm0943758,tt0027532
1936,Oscar,Writing (Original Story),,nm0173532,tt0028373
1936,Oscar,Film Editing,,nm0583301,tt0028355
1936,Oscar,Actress,,nm0313438,tt0028455
1936,Oscar,Writing (Original Story),,nm0469915,tt0014068
1936,Oscar,Directing,,nm0478441,tt0028010
1936,Oscar,Actor,,nm0404158,tt0027532
1936,Oscar,Film Editing,,nm0572492,tt0027902
1936,Oscar,Short Subject (Cartoon),1,,tt0010025
1936,Oscar,Writing (Original Story),,nm0570305,tt0027698
1936,Oscar,Actor in a Supporting Role,,nm0260020,tt0028103
1936,Oscar,Special Award,1,,tt0007988
1936,Oscar,Music (Scoring),,,tt0007988
1936,Oscar,Assistant Director,,,tt0007988
1936,Oscar,Sound Recording,,nm1115040,tt0028352
1936,Oscar,Actress in a Supporting Role,,nm0103567,tt0028010
1936,Oscar,Outstanding Production,,nm11526555,tt0028216
1936,Oscar,Sound Recording,1,nm11526555,tt0028216
1936,Oscar,Dance Direction,1,nm0271344,
1936,Oscar,Outstanding Production,,nm11564548,tt0027996
1936,Oscar,Actor,,nm0000075,tt0028216
1936,Oscar,Actress in a Supporting Role,,nm0094135,tt0027690
1936,Oscar,Short Subject (Cartoon),,nm1837126,tt0027002
1936,Oscar,Short Subject (Color),,nm1837126,tt2178154
1936,Oscar,Short Subject (One Reel),,nm1837126,tt0027988
1936,Oscar,Dance Direction,,nm0507714,
1936,Oscar,Directing,,nm0502752,tt0027698
1936,Oscar,Actress,,nm0001479,tt0028010
1936,Oscar,Dance Direction,,nm0368129,
1936,Oscar,Actor,,nm0001635,tt0028010
1936,Oscar,Directing,1,nm0001008,tt0027996
1936,Oscar,Actor in a Supporting Role,,nm0001651,tt0000754
1936,Oscar,Film Editing,,nm0193562,tt0027459
1936,Oscar,Actress,,nm0790454,tt0000754
1936,Oscar,Special Award,1,,tt0021123
1936,Oscar,Actress in a Supporting Role,1,nm0814216,tt0027300
1936,Oscar,Art Direction,,nm0201419,tt0027902
1936,Oscar,Film Editing,1,nm0206238,tt0027300
1936,Oscar,Writing (Screenplay),,nm0728307,tt0027996
1936,Oscar,Actress,1,nm0707023,tt0027698
1936,Oscar,Actor,,nm0000011,tt0027996
1936,Oscar,Art Direction,1,nm0206554,tt0027532
1936,Oscar,Dance Direction,,nm0659009,
1936,Oscar,Actress in a Supporting Role,,nm0653642,tt0027532
1936,Oscar,Assistant Director,1,nm0837940,tt0027438
1936,Oscar,Art Direction,,nm0343819,tt0027300
1936,Oscar,Assistant Director,,nm0064303,tt0001728
1936,Oscar,Actor in a Supporting Role,,nm0041681,tt0028010
1936,Oscar,Short Subject (Color),1,nm4011778,tt0027678
1936,Oscar,Actor in a Supporting Role,1,nm0000974,tt0027459
1936,Oscar,Actor in a Supporting Role,,nm0848667,tt0027664
1937,Oscar,Irving G. Thalberg Memorial Award,1,nm0953123,tt0746633
1937,Oscar,Outstanding Production,,,tt0029047
1937,Oscar,Directing,,nm0226189,tt0029146
1937,Oscar,Art Direction,,nm0163754,tt0010042
1937,Oscar,Actress,,nm0310980,tt0029606
1937,Oscar,Music (Scoring),,,tt0029047
1937,Oscar,Art Direction,,nm0343819,tt0029146
1937,Oscar,Actress in a Supporting Role,,nm0794297,tt0016395
1937,Oscar,Special Award,1,nm0001944,tt0653171
1937,Oscar,Directing,,nm0478441,tt0029604
1937,Oscar,Art Direction,,,tt0003301
1937,Oscar,Sound Recording,1,,tt0029030
1937,Oscar,Dance Direction,,nm0498192,
1937,Oscar,Actress in a Supporting Role,,nm0498571,tt0029604
1937,Oscar,Art Direction,,nm0407311,tt0028843
1937,Oscar,Art Direction,,nm0866266,
1937,Oscar,Music (Scoring),,,tt0029030
1937,Oscar,Sound Recording,,,tt0029006
1937,Oscar,Music (Scoring),,,tt0003301
1937,Oscar,Sound Recording,,,tt0020919
1937,Oscar,Sound Recording,,nm7738403,tt0029682
1937,Oscar,Directing,1,nm0564970,tt0015589
1937,Oscar,Actor,,nm0545298,tt0029606
1937,Oscar,Art Direction,,nm0533179,tt0029209
1937,Oscar,Film Editing,,nm0163617,tt0015589
1937,Oscar,Special Award,1,nm0784407,tt0721407
1937,Oscar,Cinematography,1,nm0005713,tt0028944
1937,Oscar,Outstanding Production,,nm10894435,tt0028773
1937,Oscar,Actor in a Supporting Role,1,nm0771584,tt0029146
1937,Oscar,Actress,,nm0001766,tt0016395
1937,Oscar,Cinematography,,nm11298911,
1937,Oscar,Dance Direction,,nm0521313,
1937,Oscar,Assistant Director,,nm0820947,tt0029606
1937,Oscar,Directing,,nm0291548,tt0028944
1937,Oscar,Film Editing,,nm0123521,tt0029347
1937,Oscar,Writing (Original Story),,nm0520501,tt0027367
1937,Oscar,Writing (Original Story),,nm0124002,tt0029047
1937,Oscar,Cinematography,,nm0005904,tt0028773
1937,Oscar,Outstanding Production,,,tt0028944
1937,Oscar,Art Direction,,nm0653163,tt0029809
1937,Oscar,Outstanding Production,,nm11564548,tt0015589
1937,Oscar,Outstanding Production,,nm11564548,tt0029162
1937,Oscar,Short Subject (Two Reel),,,tt0028777
1937,Oscar,Actress,,nm0002050,tt0015589
1937,Oscar,Actor,1,nm0000075,tt0028691
1937,Oscar,Writing (Screenplay),,,tt0028691
1937,Oscar,Actress,1,nm0707023,tt0028944
1937,Oscar,Outstanding Production,,,tt0028691
1937,Oscar,Assistant Director,,nm0907779,tt0029593
1937,Oscar,Writing (Screenplay),,,tt0015589
1937,Oscar,Art Direction,,nm0206554,tt0028773
1937,Oscar,Dance Direction,,nm0697895,
1937,Oscar,Short Subject (Color),,nm4011778,tt12740736
1937,Oscar,Short Subject (Cartoon),,nm1837126,tt0028819
1937,Oscar,Short Subject (Color),,nm1837126,tt2178154
1937,Oscar,Actor in a Supporting Role,,nm0000897,tt0015589
1937,Oscar,Film Editing,,nm0894762,tt0028691
1937,Oscar,Art Direction,,,tt0018790
1937,Oscar,Actress in a Supporting Role,1,nm0103567,tt0029047
1937,Oscar,Dance Direction,,nm0000923,tt0299615
